"sampling";"biomass";"species";"normB"
"1 5 93 SVA";25389661.3346677;"cod";1.19654813071965
"1 5 93 SVA";110289045.399139;"herring";1.094851978288
"1 5 93 SVA";13884.5722141642;"flounder";1.12183796231157
"1 5 93 SVA";509.372168372921;"plaice";0.663212753916022
"1 5 93 SVA";2538.87572871007;"dab";1.04835924455372
"8 5 93 STA";25069832.3775793;"cod";1.18147543102076
"8 5 93 STA";109413106.185889;"herring";1.0861564294507
"8 5 93 STA";11788.3539753722;"flounder";0.952468884078986
"8 5 93 STA";445.608918241738;"plaice";0.580191726573245
"8 5 93 STA";2065.13856021456;"dab";0.852742446746412
"6 5 93 TYR";25283496.0202966;"cod";1.19154483797054
"6 5 93 TYR";109901504.146804;"herring";1.09100481191485
"6 5 93 TYR";11504.4128820929;"flounder";0.929527169160613
"6 5 93 TYR";500.194892290982;"plaice";0.651263756853242
"6 5 93 TYR";3264.89243798879;"dab";1.3481479739767
"6 5 93 DYR";25221160.4755795;"cod";1.18860712728093
"6 5 93 DYR";109948432.180669;"herring";1.0914706718788
"6 5 93 DYR";11394.1693113988;"flounder";0.920619770301087
"6 5 93 DYR";502.64366764714;"plaice";0.654452111358096
"6 5 93 DYR";3315.60734044301;"dab";1.36908930490649
"12 5 93 BR∆";25047690.5489094;"cod";1.18043194472307
"12 5 93 BR∆";109440257.928591;"herring";1.08642596790852
"12 5 93 BR∆";12413.8859044121;"flounder";1.00301026582348
"12 5 93 BR∆";700.085228007066;"plaice";0.911524973038115
"12 5 93 BR∆";2577.7393469012;"dab";1.06440691201013
"7 5 93 ORM";25113072.7730272;"cod";1.18351323742009
"7 5 93 ORM";109836537.077511;"herring";1.0903598763813
"7 5 93 ORM";12457.1202863517;"flounder";1.0065034934281
"7 5 93 ORM";386.461335664918;"plaice";0.50318039072906
"7 5 93 ORM";2997.0144635195;"dab";1.23753509609083
"13 5 93 HOP";24848853.7263348;"cod";1.17106128690949
"13 5 93 HOP";109197067.089733;"herring";1.08401178461351
"13 5 93 HOP";10836.7396641249;"flounder";0.875580878934172
"13 5 93 HOP";843.939067326096;"plaice";1.09882554982644
"13 5 93 HOP";3372.00121558566;"dab";1.39237561217764
"5 5 93 NAK";25276703.5023148;"cod";1.19122472441776
"5 5 93 NAK";110243820.881949;"herring";1.09440302932908
"5 5 93 NAK";11481.1582103113;"flounder";0.927648251092174
"5 5 93 NAK";693.478144404076;"plaice";0.902922418003179
"5 5 93 NAK";2293.8077639717;"dab";0.947165135888952
"16 7 93 MEL";22119620.6007642;"cod";1.04243968965168
"16 7 93 MEL";103910066.49069;"herring";1.03152712447231
"16 7 93 MEL";12704.6837263405;"flounder";1.02650598689898
"16 7 93 MEL";518.514307573447;"plaice";0.675116002056242
"16 7 93 MEL";1616.8642306549;"dab";0.667639831373914
"8 5 93 SAL";25054659.6250996;"cod";1.18076037900103
"8 5 93 SAL";109321562.083413;"herring";1.08524766066652
"8 5 93 SAL";12079.6551026299;"flounder";0.976005270939252
"8 5 93 SAL";417.478188056065;"plaice";0.543564953077349
"8 5 93 SAL";2492.27166868254;"dab";1.02911537349257
"9 4 93 M≈ÿ";26347723.5737095;"cod";1.24169909063708
"9 4 93 M≈ÿ";112153575.333126;"herring";1.11336138037245
"9 4 93 M≈ÿ";14777.7837195532;"flounder";1.19400716995173
"9 4 93 M≈ÿ";390.272856685726;"plaice";0.508143067352899
"9 4 93 M≈ÿ";2363.03018918269;"dab";0.975748641800543
"29 4 93 RSA";25500005.1359692;"cod";1.20174834459582
"29 4 93 RSA";109989911.929397;"herring";1.09188244609255
"29 4 93 RSA";14874.5976792596;"flounder";1.2018294905537
"29 4 93 RSA";494.3005942146;"plaice";0.643589262834209
"29 4 93 RSA";2492.88251871108;"dab";1.02936760729323
"29 5 93 MEL";24261141.4606894;"cod";1.14336394965124
"29 5 93 MEL";107800084.83124;"herring";1.07014378182313
"29 5 93 MEL";13016.2317278474;"flounder";1.05167826947145
"29 5 93 MEL";413.691285954283;"plaice";0.538634330778615
"29 5 93 MEL";2560.86214368808;"dab";1.05743793286294
"30 4 93 BOG";25501367.705438;"cod";1.20181255892028
"30 4 93 BOG";110316925.208783;"herring";1.09512874434969
"30 4 93 BOG";12520.0637668701;"flounder";1.01158916584467
"30 4 93 BOG";353.197544114503;"plaice";0.45987026864228
"30 4 93 BOG";2797.75042240355;"dab";1.15525446405801
"16 7 93 OLS";22129208.346922;"cod";1.04289153497533
"16 7 93 OLS";103745739.06376;"herring";1.02989582729488
"16 7 93 OLS";14733.9036218104;"flounder";1.1904617701599
"16 7 93 OLS";541.060962696482;"plaice";0.704472198103442
"16 7 93 OLS";3744.51309717092;"dab";1.54619419823518
"12 6 93 OLS";23545656.9505964;"cod";1.10964504171363
"12 6 93 OLS";106502755.817715;"herring";1.05726504820269
"12 6 93 OLS";10787.061396393;"flounder";0.871567001820505
"12 6 93 OLS";829.903164633005;"plaice";1.08055052371239
"12 6 93 OLS";2305.5645433262;"dab";0.952019776146879
"2 5 93 OLS";25406206.5975387;"cod";1.19732786555343
"2 5 93 OLS";110337458.860637;"herring";1.0953325842621
"2 5 93 OLS";13674.5391060201;"flounder";1.10486782377047
"2 5 93 OLS";444.111992906536;"plaice";0.578242699838751
"2 5 93 OLS";2111.4504248944;"dab";0.871865663735962
"11 6 93 KID";23612992.5929106;"cod";1.1128183938856
"11 6 93 KID";106548357.278395;"herring";1.05771773912279
"11 6 93 KID";10933.6773057225;"flounder";0.883413192716963
"11 6 93 KID";686.557662486283;"plaice";0.893911812092403
"11 6 93 KID";2799.1126627751;"dab";1.15581696393568
"15 9 93 HOV";19920953.9632476;"cod";0.938822299072158
"15 9 93 HOV";100489818.418065;"herring";0.997573930345032
"15 9 93 HOV";10979.7270468227;"flounder";0.887133894149023
"15 9 93 HOV";707.561673395714;"plaice";0.921259454510762
"15 9 93 HOV";2400.19294139605;"dab";0.991093983203184
"30 6 93 HOV";22804119.6100649;"cod";1.07469833222522
"30 6 93 HOV";105418504.292695;"herring";1.04650155920128
"30 6 93 HOV";13236.7538030413;"flounder";1.06949588975275
"30 6 93 HOV";598.991538831565;"plaice";0.779898967212589
"30 6 93 HOV";2301.09934170587;"dab";0.950175993347851
"15 7 93 TOF";22299118.9574445;"cod";1.05089897630076
"15 7 93 TOF";103839564.115119;"herring";1.03082723931972
"15 7 93 TOF";16501.6034741151;"flounder";1.3332874020699
"15 7 93 TOF";637.40794825092;"plaice";0.829917900849975
"15 7 93 TOF";1867.37618581434;"dab";0.771081886884072
"17 6 93 TOF";23370407.4968383;"cod";1.10138599471258
"17 6 93 TOF";106103106.782477;"herring";1.0532976864827
"17 6 93 TOF";11914.1775138392;"flounder";0.96263510453054
"17 6 93 TOF";427.454083148537;"plaice";0.556553768069321
"17 6 93 TOF";2443.79794892553;"dab";1.00909947761767
"19 9 92 TOF";23879989.7495178;"cod";1.12540126942831
"19 9 92 TOF";115915051.12646;"herring";1.150701981143
"19 9 92 TOF";12699.9822271425;"flounder";1.02612611777527
"19 9 92 TOF";719.043970954337;"plaice";0.936209635651326
"19 9 92 TOF";2884.87268412083;"dab";1.1912292175463
"25 6 93 MEL";22984593.9914079;"cod";1.08320361635613
"25 6 93 MEL";105884968.267778;"herring";1.05113220047732
"25 6 93 MEL";11704.7067080903;"flounder";0.945710398586383
"25 6 93 MEL";460.553303960272;"plaice";0.599649615761875
"25 6 93 MEL";2026.11324893049;"dab";0.836628012552725
"25 8 93 VOR";20577007.0998931;"cod";0.969740362293193
"25 8 93 VOR";101296564.240591;"herring";1.00558258847215
"25 8 93 VOR";9882.27278473667;"flounder";0.798462393571372
"25 8 93 VOR";634.669862272686;"plaice";0.826352858127117
"25 8 93 VOR";2433.12159165082;"dab";1.00469096808704
"17 5 93 VOR";24727191.0046375;"cod";1.16532764200945
"17 5 93 VOR";109305503.648506;"herring";1.08508824674502
"17 5 93 VOR";14522.2139299233;"flounder";1.17335778388464
"17 5 93 VOR";419.326218820207;"plaice";0.545971126104672
"17 5 93 VOR";1852.32112010579;"dab";0.764865309548505
"21 3 93 VOR";27048483.1502355;"cod";1.27472405108549
"21 3 93 VOR";113317924.959382;"herring";1.12492001239354
"21 3 93 VOR";12348.4511615625;"flounder";0.997723305775264
"21 3 93 VOR";650.01970037124;"plaice";0.846338654426169
"21 3 93 VOR";2510.97979916073;"dab";1.0368403839424
"20 2 93 VOR";27965779.9304927;"cod";1.3179538418757
"20 2 93 VOR";114521894.573601;"herring";1.13687195657036
"20 2 93 VOR";12357.4517375647;"flounder";0.998450529321384
"20 2 93 VOR";455.103299144244;"plaice";0.592553600456525
"20 2 93 VOR";2237.2426394607;"dab";0.923808115878142
"9 9 92 VOR";23534089.0012136;"cod";1.10909987460692
"9 9 92 VOR";115610438.455411;"herring";1.14767805628898
"9 9 92 VOR";13204.2755444837;"flounder";1.06687172943742
"9 9 92 VOR";700.124913450321;"plaice";0.911576644279194
"9 9 92 VOR";2301.78456732017;"dab";0.950458938511031
"30 4 93 FJA";25496418.8163728;"cod";1.2015793307617
"30 4 93 FJA";110206077.733172;"herring";1.09402834877077
"30 4 93 FJA";10560.6334944428;"flounder";0.853272205825625
"30 4 93 FJA";513.362004031731;"plaice";0.668407599765972
"30 4 93 FJA";2008.02221736147;"dab";0.829157816207773
"22 4 93 VOR";25838061.9559312;"cod";1.21768007565244
"22 4 93 VOR";111141121.39047;"herring";1.10331063418972
"22 4 93 VOR";14938.6614518137;"flounder";1.20700567970462
"22 4 93 VOR";706.216571939885;"plaice";0.919508105504657
"22 4 93 VOR";2931.41249659523;"dab";1.21044655933881
"2 5 93 TOF";25399857.4787398;"cod";1.19702864824091
"2 5 93 TOF";110305217.698962;"herring";1.09501252255956
"2 5 93 TOF";11882.9827258121;"flounder";0.96011464535504
"2 5 93 TOF";452.313162712998;"plaice";0.588920787002506
"2 5 93 TOF";3402.32721257185;"dab";1.4048979026274
"10 3 94 OLS";17185144.0631526;"cod";0.809890755684723
"10 3 94 OLS";94629962.3698715;"herring";0.939402468586258
"10 3 94 OLS";15886.7237386941;"flounder";1.28360669035537
"10 3 94 OLS";970.065815636472;"plaice";1.26304509946653
"10 3 94 OLS";2649.56301862822;"dab";1.09406453147584
"22 7 93 FJA";21798451.8213526;"cod";1.02730384764162
"22 7 93 FJA";103096624.032811;"herring";1.02345198807949
"22 7 93 FJA";14041.7412091605;"flounder";1.13453681556867
"22 7 93 FJA";950.97861925088;"plaice";1.23819318790673
"22 7 93 FJA";2399.27375300562;"dab";0.990714429515031
"22 6 93 VOR";23249484.4164438;"cod";1.09568720716675
"22 6 93 VOR";105977990.492497;"herring";1.0520556427502
"22 6 93 VOR";11266.8398212813;"flounder";0.910331872803614
"22 6 93 VOR";514.726180263102;"plaice";0.670183784511448
"22 6 93 VOR";2341.37075793106;"dab";0.966804972471772
"22 7 93 VOR";21873189.8615074;"cod";1.03082605540415
"22 7 93 VOR";103501093.465394;"herring";1.02746720243571
"22 7 93 VOR";12878.8208017368;"flounder";1.04057581770199
"22 7 93 VOR";532.22361676556;"plaice";0.692965796898058
"22 7 93 VOR";1527.67529328778;"dab";0.630811700739787
"10 7 93 BR∆";22423769.1781919;"cod";1.05677341419354
"10 7 93 BR∆";104887003.236483;"herring";1.04122528737619
"10 7 93 BR∆";12558.2157456662;"flounder";1.01467174825994
"10 7 93 BR∆";944.409846120793;"plaice";1.22964051387397
"10 7 93 BR∆";2588.18295983629;"dab";1.06871931613579
"10 7 93 ORM";22355616.2703075;"cod";1.05356154643929
"10 7 93 ORM";104666064.864708;"herring";1.03903200686911
"10 7 93 ORM";11834.6897337458;"flounder";0.95621269497602
"10 7 93 ORM";689.575885820436;"plaice";0.897841599257202
"10 7 93 ORM";2608.4877191143;"dab";1.07710361074968
"13 8 93 MEL";21043718.6241898;"cod";0.991735252048574
"13 8 93 MEL";101848157.919961;"herring";1.0110583220673
"13 8 93 MEL";15089.5508510746;"flounder";1.21919715766953
"13 8 93 MEL";537.650526336453;"plaice";0.70003174173219
"13 8 93 MEL";2862.12178015709;"dab";1.18183485443407
"12 8 93 OLS";20997736.7970215;"cod";0.989568249164208
"12 8 93 OLS";102057492.546021;"herring";1.0131364108624
"12 8 93 OLS";13763.4375757783;"flounder";1.11205059300728
"12 8 93 OLS";480.009497558981;"plaice";0.624981969075446
"12 8 93 OLS";2391.68299968609;"dab";0.987580035686428
"12 8 93 FJA";21137465.3477992;"cod";0.99615328919438
"12 8 93 FJA";102115571.920482;"herring";1.01371297146093
"12 8 93 FJA";10743.3177935438;"flounder";0.868032630467348
"12 8 93 FJA";475.912655110082;"plaice";0.619647798243983
"12 8 93 FJA";1937.96416188889;"dab";0.800229259650398
"28 5 93 BOG";24132236.3133599;"cod";1.13728898823115
"28 5 93 BOG";107700725.546406;"herring";1.06915743082908
"28 5 93 BOG";12068.494653457;"flounder";0.975103535159025
"28 5 93 BOG";744.714444998044;"plaice";0.969633106429558
"28 5 93 BOG";2482.40921575835;"dab";1.02504294348737
"26 6 93 BOG";23030668.66392;"cod";1.08537499479797
"26 6 93 BOG";105733585.712391;"herring";1.04962940852147
"26 6 93 BOG";13884.4386177478;"flounder";1.12182716806244
"26 6 93 BOG";746.059140828001;"plaice";0.97138392730266
"26 6 93 BOG";2849.03863326769;"dab";1.17643252700454
"29 7 93 BOG";21645774.1845192;"cod";1.02010855115666
"29 7 93 BOG";103000287.294526;"herring";1.02249564225102
"29 7 93 BOG";11630.731337267;"flounder";0.939733377617674
"29 7 93 BOG";432.315296567413;"plaice";0.562883165195993
"29 7 93 BOG";1862.34157725025;"dab";0.769002983071969
"26 9 92 BOG";24320214.1376942;"cod";1.14614788994548
"26 9 92 BOG";115986438.423718;"herring";1.15141065101447
"26 9 92 BOG";12239.9794915883;"flounder";0.988959071967015
"26 9 92 BOG";408.609985725782;"plaice";0.532018376222672
"26 9 92 BOG";2349.9665380914;"dab";0.97035436462726
"17 3 94 BOG";17223364.185535;"cod";0.811691969784811
"17 3 94 BOG";94454954.2584226;"herring";0.937665143031005
"17 3 94 BOG";12662.2331552946;"flounder";1.02307608921208
"17 3 94 BOG";1517.34717145457;"plaice";1.97561637386187
"17 3 94 BOG";3409.36643018927;"dab";1.40780455488304
"19 4 94 BOG";17123320.8585188;"cod";0.806977190239142
"19 4 94 BOG";92151016.9188007;"herring";0.914793693332554
"19 4 94 BOG";12221.4205830171;"flounder";0.987459559569148
"19 4 94 BOG";938.617144065039;"plaice";1.22209829990637
"19 4 94 BOG";2642.00904527078;"dab";1.09094532492594
"19 5 94 BOG";17144924.3672647;"cod";0.807995306931058
"19 5 94 BOG";89776092.6020385;"herring";0.891217547786265
"19 5 94 BOG";10134.8621994067;"flounder";0.818870972956037
"19 5 94 BOG";676.180330038817;"plaice";0.880400317632919
"19 5 94 BOG";1601.38271594636;"dab";0.661247163595472
"25 7 94 BOG";17627608.0957529;"cod";0.830742924768034
"25 7 94 BOG";85035760.3858738;"herring";0.844159727258146
"25 7 94 BOG";9148.68283432676;"flounder";0.739190199769062
"25 7 94 BOG";983.9453737361;"plaice";1.28111656179199
"25 7 94 BOG";1930.16665308562;"dab";0.797009491803571
"30 9 92 ORM";24464346.4198114;"cod";1.1529404662808
"30 9 92 ORM";115897269.241094;"herring";1.15052545833151
"30 9 92 ORM";12205.9152630419;"flounder";0.986206769328467
"30 9 92 ORM";511.772756844989;"plaice";0.666338368133746
"30 9 92 ORM";4127.96405100182;"dab";1.70452977478024
"22 9 92 BR∆";24160220.33999;"cod";1.1386078019921
"22 9 92 BR∆";115894288.45686;"herring";1.15049586774521
"22 9 92 BR∆";14147.516513651;"flounder";1.14308318993456
"22 9 92 BR∆";394.751569313384;"plaice";0.513974440796948
"22 9 92 BR∆";2775.41224973536;"dab";1.14603052703805
"13 5 94 MAR";17163662.7245288;"cod";0.808878396550159
"13 5 94 MAR";90134174.3663968;"herring";0.894772266450097
"13 5 94 MAR";13194.8231404095;"flounder";1.06610799933743
"13 5 94 MAR";701.423723351619;"plaice";0.913267720755172
"13 5 94 MAR";1958.00049342162;"dab";0.808502714373588
"25 3 94 BR∆";17176171.2357116;"cod";0.809467889867006
"25 3 94 BR∆";93949570.719253;"herring";0.932648142787223
"25 3 94 BR∆";14491.3574763421;"flounder";1.17086466126799
"25 3 94 BR∆";1242.10462007643;"plaice";1.61724506535975
"25 3 94 BR∆";1368.28784469252;"dab";0.564997016188226
"17 3 94 ORM";17201779.5899227;"cod";0.810674744419268
"17 3 94 ORM";93993602.8894551;"herring";0.933085255181112
"17 3 94 ORM";13732.9008024832;"flounder";1.10958329974102
"17 3 94 ORM";1074.6498154947;"plaice";1.39921555962946
"17 3 94 ORM";1576.28562300539;"dab";0.650884005958978
"2 4 94 TOF";17205309.1477386;"cod";0.810841083219583
"2 4 94 TOF";93205634.0268384;"herring";0.925262998084379
"2 4 94 TOF";11226.4543401614;"flounder";0.907068829106793
"2 4 94 TOF";1216.09742613001;"plaice";1.58338317853164
"2 4 94 TOF";2168.80614811347;"dab";0.895549139845024
"19 5 94 OLS";17202407.7164409;"cod";0.810704346374225
"19 5 94 OLS";90233655.4243053;"herring";0.895759826299393
"19 5 94 OLS";12791.1359140618;"flounder";1.03349110279702
"19 5 94 OLS";1312.6095439804;"plaice";1.7090438868312
"19 5 94 OLS";2474.88328173386;"dab";1.02193531501259
"11 6 94 VOR";17055119.7712226;"cod";0.803763051915607
"11 6 94 VOR";88279189.2048046;"herring";0.876357616413785
"11 6 94 VOR";12317.0488282052;"flounder";0.995186077467324
"11 6 94 VOR";1130.57212092509;"plaice";1.47202752010287
"11 6 94 VOR";2037.90990143679;"dab";0.841499117337382
"25 5 94 MEL";17163079.548404;"cod";0.808850912989318
"25 5 94 MEL";89455400.8248721;"herring";0.888034003805259
"25 5 94 MEL";13354.1556304466;"flounder";1.07898165746647
"25 5 94 MEL";882.501607552939;"plaice";1.14903474869872
"25 5 94 MEL";1876.10623182099;"dab";0.774686720446015
"16 6 94 RSA";17180768.0485629;"cod";0.809684525597274
"16 6 94 RSA";87978570.1956904;"herring";0.873373337098931
"16 6 94 RSA";11727.0730585296;"flounder";0.947517542559866
"16 6 94 RSA";877.480817703175;"plaice";1.14249757986649
"16 6 94 RSA";2416.6806921193;"dab";0.99790214860378
"30 3 94 MEL";17149041.8827202;"cod";0.808189354632465
"30 3 94 MEL";93227270.0791662;"herring";0.925477781652482
"30 3 94 MEL";12299.0604721511;"flounder";0.993732664255179
"30 3 94 MEL";952.674625041218;"plaice";1.24040142137669
"30 3 94 MEL";2890.59181541772;"dab";1.1935907762859
"20 8 94 MEL";18118385.9633403;"cod";0.853871998146358
"20 8 94 MEL";83712117.850256;"herring";0.831019776291823
"20 8 94 MEL";8983.82185474243;"flounder";0.725869853808897
"20 8 94 MEL";1248.99382276665;"plaice";1.62621494509044
"20 8 94 MEL";1808.45693364427;"dab";0.746752794287618
"23 7 94 VOR";17549990.0308514;"cod";0.827084988994738
"23 7 94 VOR";85228880.4169833;"herring";0.846076851913111
"23 7 94 VOR";11969.4841855974;"flounder";0.967103742309972
"23 7 94 VOR";1009.1676208835;"plaice";1.31395643218384
"23 7 94 VOR";2166.54151255076;"dab";0.894614020571218
"6 6 94 ORM";17231053.4578972;"cod";0.812054345018981
"6 6 94 ORM";88869777.6860813;"herring";0.882220455871138
"6 6 94 ORM";12900.049226064;"flounder";1.04229102015282
"6 6 94 ORM";1032.24150051468;"plaice";1.34399908508849
"6 6 94 ORM";2659.56597929957;"dab";1.0981949803096
"18 7 94 MEL";17552856.9071439;"cod";0.827220097353358
"18 7 94 MEL";85655880.2098273;"herring";0.850315727734658
"18 7 94 MEL";11185.6576666361;"flounder";0.903772562114135
"18 7 94 MEL";1077.35339781938;"plaice";1.40273567790508
"18 7 94 MEL";2255.87543087241;"dab";0.93150201712247
"16 6 94 MEL";17176325.7599104;"cod";0.809475172187113
"16 6 94 MEL";87723605.6257531;"herring";0.870842274627777
"16 6 94 MEL";10585.5594420139;"flounder";0.85528615870804
"16 6 94 MEL";1004.53859115721;"plaice";1.30792934287006
"16 6 94 MEL";1813.20542206754;"dab";0.748713552618516
"1 6 94 HOV";17093807.8207777;"cod";0.805586318195773
"1 6 94 HOV";88641035.6373695;"herring";0.87994970736984
"1 6 94 HOV";10823.6559159555;"flounder";0.874523745508715
"1 6 94 HOV";889.257268248526;"plaice";1.15783075408071
"1 6 94 HOV";2984.90207821294;"dab";1.23253361808774
"2 5 94 FJA";17115876.5809084;"cod";0.806626360964902
"2 5 94 FJA";91071290.6879937;"herring";0.904075127444797
"2 5 94 FJA";12331.2951284961;"flounder";0.99633714213409
"2 5 94 FJA";1050.41330333019;"plaice";1.36765913590632
"2 5 94 FJA";1804.35327883145;"dab";0.745058302347414
"2 5 94 TOF";17131654.9409557;"cod";0.807369953680517
"2 5 94 TOF";91204892.0253589;"herring";0.905401403213953
"2 5 94 TOF";12074.68823369;"flounder";0.975603960618367
"2 5 94 TOF";1315.72768837314;"plaice";1.71310377321334
"2 5 94 TOF";1563.22094733629;"dab";0.645489305714331
"9 5 94 STA";17075475.0594701;"cod";0.804722343250052
"9 5 94 STA";90426656.974397;"herring";0.897675774779731
"9 5 94 STA";11941.9726328273;"flounder";0.964880879133226
"9 5 94 STA";1095.306055604;"plaice";1.42611039750841
"9 5 94 STA";2249.45180443809;"dab";0.9288495563975
"4 10 94 VOR";19842162.4777528;"cod";0.935109063064682
"4 10 94 VOR";82255324.936167;"herring";0.816558026276905
"4 10 94 VOR";10797.4606897226;"flounder";0.872407238153203
"4 10 94 VOR";967.393755402292;"plaice";1.25956602358337
"4 10 94 VOR";1759.19901125701;"dab";0.726413083399745
"19 6 94 STA";17202678.2895432;"cod";0.810717097774708
"19 6 94 STA";87568994.6509711;"herring";0.869307433783045
"19 6 94 STA";9870.6341421437;"flounder";0.797522020984506
"19 6 94 STA";917.886814142971;"plaice";1.19510699560892
"19 6 94 STA";2038.71084157721;"dab";0.841829843647083
"20 5 94 KID";17073887.175703;"cod";0.804647510453807
"20 5 94 KID";89723929.622099;"herring";0.890699719913393
"20 5 94 KID";12948.0626981524;"flounder";1.04617038603174
"20 5 94 KID";1326.05641236635;"plaice";1.72655197849291
"20 5 94 KID";3032.82956448316;"dab";1.25232396179437
"29 4 94 HOP";17138846.4784965;"cod";0.807708871978322
"29 4 94 HOP";91362445.3022057;"herring";0.906965452628082
"29 4 94 HOP";12461.417001571;"flounder";1.00685065704048
"29 4 94 HOP";780.739232401271;"plaice";1.01653810035424
"29 4 94 HOP";2412.05422175519;"dab";0.995991774290838
"26 4 94 M≈ÿ";17189344.8876493;"cod";0.810088729522683
"26 4 94 M≈ÿ";91183871.7888249;"herring";0.905192732919728
"26 4 94 M≈ÿ";12950.3024919633;"flounder";1.04635135564939
"26 4 94 M≈ÿ";1040.91333894518;"plaice";1.35528999221712
"26 4 94 M≈ÿ";2848.06203026768;"dab";1.17602926552477
"19 5 94 SAL";17147257.8561849;"cod";0.808105278142122
"19 5 94 SAL";90207298.9058986;"herring";0.895498182124181
"19 5 94 SAL";11850.6445238586;"flounder";0.957501801255507
"19 5 94 SAL";785.524922674113;"plaice";1.02276916483383
"19 5 94 SAL";2326.53591524289;"dab";0.960679330205087
"6 5 94 TYR";17155430.1095919;"cod";0.808490415005866
"6 5 94 TYR";90737122.4582877;"herring";0.900757801176802
"6 5 94 TYR";10875.7167791405;"flounder";0.878730130247889
"6 5 94 TYR";1359.02692968827;"plaice";1.76948025166683
"6 5 94 TYR";3373.84641733147;"dab";1.39313753773642
"21 5 94 DYR";17065103.6508045;"cod";0.804233565968301
"21 5 94 DYR";89841374.0494158;"herring";0.891865604187043
"21 5 94 DYR";12311.8826165907;"flounder";0.994768660767617
"21 5 94 DYR";1645.33518148237;"plaice";2.14225932349516
"21 5 94 DYR";1964.82568694869;"dab";0.811320991238839
